Symbol,Security Name,Exchange
BCOR,"Blucora, Inc. - Common Stock",NASDAQ
BCOV,Brightcove Inc. - Common Stock,NASDAQ
BCOW,"1895 Bancorp of Wisconsin, Inc. - Common Stock",NASDAQ
BCPC,Balchem Corporation - Common Stock,NASDAQ
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ
BCTG,BCTG Acquisition Corp. - Common Stock,NASDAQ
BCYC,Bicycle Therapeutics plc - American Depositary Shares,NASDAQ
BCYP,Big Cypress Acquisition Corp. - Common stock,NASDAQ
BCYPU,Big Cypress Acquisition Corp. - Unit,NASDAQ
BCYPW,Big Cypress Acquisition Corp. - Warrant,NASDAQ
BDSI,"BioDelivery Sciences International, Inc. - Common Stock",NASDAQ
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ
BECN,"Beacon Roofing Supply, Inc. - Common Stock",NASDAQ
BEEM,Beam Global - Common Stock,NASDAQ
BEEMW,Beam Global - Warrant,NASDAQ
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ
BENE,Benessere Capital Acquisition Corp. - Class A Common Stock,NASDAQ
BENER,Benessere Capital Acquisition Corp. - Right,NASDAQ
BENEU,Benessere Capital Acquisition Corp. - Unit,NASDAQ
BENEW,Benessere Capital Acquisition Corp. - Warrant,NASDAQ
BFC,Bank First Corporation - Common Stock,NASDAQ
BFI,BurgerFi International Inc - Common Stock,NASDAQ
BFIIW,BurgerFi International Inc - Warrant,NASDAQ
BFIN,BankFinancial Corporation - Common Stock,NASDAQ
BFIT,Global X Health & Wellness Thematic ETF,NASDAQ
BFRA,Biofrontera AG - American Depositary Shares,NASDAQ
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ
BGCP,"BGC Partners, Inc. - Class A Common Stock",NASDAQ
BGFV,Big 5 Sporting Goods Corporation - Common Stock,NASDAQ
BGNE,"BeiGene, Ltd. - American Depositary Shares",NASDAQ
BGRN,iShares Global Green Bond ETF,NASDAQ
BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,NASDAQ
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",NASDAQ
BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",NASDAQ
BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",NASDAQ
BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",NASDAQ
BHSE,Bull Horn Holdings Corp. - Ordinary Shares,NASDAQ
BHSEU,Bull Horn Holdings Corp. - Unit,NASDAQ
BHSEW,Bull Horn Holdings Corp. - Warrants,NASDAQ
BHTG,"BioHiTech Global, Inc. - Common Stock",NASDAQ
BIB,ProShares Ultra Nasdaq Biotechnology,NASDAQ
BICK,First Trust BICK Index Fund,NASDAQ
BIDU,"Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",NASDAQ
BIGC,"BigCommerce Holdings, Inc. - Series 1 Common Stock",NASDAQ
BIIB,Biogen Inc. - Common Stock,NASDAQ
BILI,Bilibili Inc. - American Depositary Shares,NASDAQ
BIMI,BOQI International Medical Inc. - Common Stock,NASDAQ
BIOC,"Biocept, Inc. - Common Stock",NASDAQ
BIOL,"Biolase, Inc. - Common Stock",NASDAQ
BIOTU,Biotech Acquisition Company - Unit,NASDAQ
BIS,ProShares UltraShort Nasdaq Biotechnology,NASDAQ
BIVI,BioVie Inc. - Common stock,NASDAQ
BJK,VanEck Vectors Gaming ETF,NASDAQ
BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ
BKCC,BlackRock Capital Investment Corporation - Common Stock,NASDAQ
BKEP,"Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",NASDAQ
BKEPP,"Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",NASDAQ
BKNG,Booking Holdings Inc. - Common Stock,NASDAQ
BKSC,Bank of South Carolina Corp. - Common Stock,NASDAQ
BKYI,"BIO-key International, Inc. - Common Stock",NASDAQ
BL,"BlackLine, Inc. - Common Stock",NASDAQ
BLBD,Blue Bird Corporation - Common Stock,NASDAQ
BLCM,"Bellicum Pharmaceuticals, Inc. - Common Stock",NASDAQ
BLCN,Siren Nasdaq NexGen Economy ETF,NASDAQ
BLCT,BlueCity Holdings Limited - American Depositary Shares,NASDAQ
BLDP,"Ballard Power Systems, Inc. - Common Shares",NASDAQ
BLDR,"Builders FirstSource, Inc. - Common Stock",NASDAQ
BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ
BLI,"Berkeley Lights, Inc. - Common Stock",NASDAQ
BLIN,"Bridgeline Digital, Inc. - Common Stock",NASDAQ
BLKB,"Blackbaud, Inc. - Common Stock",NASDAQ
BLMN,"Bloomin' Brands, Inc. - Common Stock",NASDAQ
BLNK,Blink Charging Co. - Common Stock,NASDAQ
BLNKW,Blink Charging Co. - Warrant,NASDAQ
BLPH,"Bellerophon Therapeutics, Inc. - Common Stock",NASDAQ
BLRX,BioLineRx Ltd. - American Depositary Shares,NASDAQ
BLSA,BCLS Acquisition Corp. - Class A Ordinary Shares,NASDAQ
BLTSU,Bright Lights Acquisition Corp. - Unit,NASDAQ
BLU,BELLUS Health Inc. - Common Shares,NASDAQ
BLUE,"bluebird bio, Inc. - Common Stock",NASDAQ
BLUW,Blue Water Acquisition Corp. - Class A Common Stock,NASDAQ
BLUWU,Blue Water Acquisition Corp. - Unit,NASDAQ
BLUWW,Blue Water Acquisition Corp. - Warrant,NASDAQ
BMBL,Bumble Inc. - common stock,NASDAQ
BMLP,"Dorsey Wright MLP Index ETNs due December 10, 2036",NASDAQ
BMRA,"Biomerica, Inc. - Common Stock",NASDAQ
BMRC,Bank of Marin Bancorp - Common Stock,NASDAQ
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ
BMTC,Bryn Mawr Bank Corporation - Common Stock,NASDAQ
BND,Vanguard Total Bond Market ETF,NASDAQ
BNDW,Vanguard Total World Bond ETF,NASDAQ
BNDX,Vanguard Total International Bond ETF,NASDAQ
BNFT,"Benefitfocus, Inc. - Common Stock",NASDAQ
BNGO,"Bionano Genomics, Inc. - Common Stock",NASDAQ
BNGOW,"Bionano Genomics, Inc. - Warrant",NASDAQ
BNR,Burning Rock Biotech Limited - American Depositary Shares,NASDAQ
BNSO,"Bonso Electronics International, Inc. - Common Stock",NASDAQ
BNTC,Benitec Biopharma Inc. - Common Stock,NASDAQ
BNTX,BioNTech SE - American Depositary Shares,NASDAQ
BOCH,Bank of Commerce Holdings (CA) - Common Stock,NASDAQ
BOKF,BOK Financial Corporation - Common Stock,NASDAQ
BOKFL,BOK Financial Corporation - 5.375% Subordinated Notes due 2056,NASDAQ
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",NASDAQ
BOMN,Boston Omaha Corporation - Class A Common Stock,NASDAQ
BOOM,DMC Global Inc. - Common Stock,NASDAQ
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,NASDAQ
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",NASDAQ
BOTZ,Global X Robotics & Artificial Intelligence ETF,NASDAQ
BOWX,BowX Acquisition Corp. - Class A Common Stock,NASDAQ
BOWXU,BowX Acquisition Corp. - Unit,NASDAQ
BOWXW,BowX Acquisition Corp. - Warrant,NASDAQ
BOXL,Boxlight Corporation - Class A Common Stock,NASDAQ
BPFH,"Boston Private Financial Holdings, Inc. - Common Stock",NASDAQ
BPMC,Blueprint Medicines Corporation - Common Stock,NASDAQ
BPOP,"Popular, Inc. - Common Stock",NASDAQ
BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",NASDAQ
BPOPN,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",NASDAQ
BPRN,The Bank of Princeton - Common Stock,NASDAQ
BPTH,"Bio-Path Holdings, Inc. - Common Stock",NASDAQ
BPTS,Biophytis SA - American Depositary Share,NASDAQ
BPY,Brookfield Property Partners L.P. - Limited Partnership Units,NASDAQ
BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",NASDAQ
BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",NASDAQ
BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,NASDAQ
BPYU,Brookfield Property REIT Inc. - Class A Common Stock,NASDAQ
BPYUP,Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock,NASDAQ
BREZ,Breeze Holdings Acquisition Corp. - Common Stock,NASDAQ
BREZR,Breeze Holdings Acquisition Corp. - Right,NASDAQ
BREZW,Breeze Holdings Acquisition Corp. - Warrant,NASDAQ
BRID,Bridgford Foods Corporation - Common Stock,NASDAQ
BRKL,"Brookline Bancorp, Inc. - Common Stock",NASDAQ
BRKR,Bruker Corporation - Common Stock,NASDAQ
BRKS,"Brooks Automation, Inc. - Common Stock",NASDAQ
BRLI,Brilliant Acquisition Corporation - Ordinary Shares,NASDAQ
BRLIR,Brilliant Acquisition Corporation - Rights,NASDAQ
BRLIU,Brilliant Acquisition Corporation - Unit,NASDAQ
BRLIW,Brilliant Acquisition Corporation - Warrants,NASDAQ
BROG,Brooge Energy Limited  - Ordinary Shares,NASDAQ
BROGW,Brooge Energy Limited  - Warrant,NASDAQ
BRP,"BRP Group, Inc. - Class A Common Stock",NASDAQ
BRPMU,B. Riley Principal 150 Merger Corp. - Unit,NASDAQ
BRQS,"Borqs Technologies, Inc.  - Ordinary Shares",NASDAQ
BRY,Berry Corporation (bry) - Common Stock,NASDAQ
BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,NASDAQ
BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,NASDAQ
BSBK,Bogota Financial Corp. - Common Stock,NASDAQ
BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,NASDAQ
BSCL,Invesco BulletShares 2021 Corporate Bond ETF,NASDAQ
BSCM,Invesco BulletShares 2022 Corporate Bond ETF,NASDAQ
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,NASDAQ
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,NASDAQ
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,NASDAQ
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,NASDAQ
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,NASDAQ
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,NASDAQ
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,NASDAQ
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,NASDAQ
BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,NASDAQ
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",NASDAQ
BSGM,"BioSig Technologies, Inc. - Common Stock",NASDAQ
BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,NASDAQ
BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,NASDAQ
BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,NASDAQ
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,NASDAQ
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,NASDAQ
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,NASDAQ
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,NASDAQ
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,NASDAQ
BSML,Invesco BulletShares 2021 Municipal Bond ETF,NASDAQ
BSMM,Invesco BulletShares 2022 Municipal Bond ETF,NASDAQ
BSMN,Invesco BulletShares 2023 Municipal Bond ETF,NASDAQ
BSMO,Invesco BulletShares 2024 Municipal Bond ETF,NASDAQ
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,NASDAQ
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,NASDAQ
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,NASDAQ
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,NASDAQ
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,NASDAQ
BSMU,Invesco BulletShares 2030 Municipal Bond ETF,NASDAQ
BSPE,Bespoke Capital Acquisition Corp. - Class A Restricted Voting Shares,NASDAQ
BSQR,BSQUARE Corporation - Common Stock,NASDAQ
BSRR,Sierra Bancorp - Common Stock,NASDAQ
BSVN,Bank7 Corp. - Common stock,NASDAQ
BSY,"Bentley Systems, Incorporated - Class B Common Stock",NASDAQ
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",NASDAQ
BTAQ,Burgundy Technology Acquisition Corporation - Class A Ordinary Shares,NASDAQ
BTAQU,Burgundy Technology Acquisition Corporation - Unit,NASDAQ
BTAQW,Burgundy Technology Acquisition Corporation - Warrant,NASDAQ
BTBT,"Bit Digital, Inc. - Ordinary Share",NASDAQ
BTEC,Principal Healthcare Innovators Index ETF,NASDAQ
BTNB,Bridgetown 2 Holdings Limited - Class A Ordinary Shares,NASDAQ
BTRS,BTRS Holdings Inc. - Class 1 Common Stock,NASDAQ
BTRSW,BTRS Holdings Inc. - Warrants,NASDAQ
BTWN,Bridgetown Holdings Limited - Class A Ordinary Shares,NASDAQ
BTWNU,Bridgetown Holdings Limited - Units,NASDAQ
BTWNW,Bridgetown Holdings Limited - Warrants,NASDAQ
BUG,Global X Cybersecurity ETF,NASDAQ
BUSE,First Busey Corporation - Common Stock,NASDAQ
BVS,Bioventus Inc. - Class A Common Stock,NASDAQ
BVXV,BiondVax Pharmaceuticals Ltd. - American Depositary Shares,NASDAQ
BWAC,Better World Acquisition Corp. - Common Stock,NASDAQ
BWACU,Better World Acquisition Corp. - Unit,NASDAQ
BWACW,Better World Acquisition Corp. - Warrants,NASDAQ
BWAY,Brainsway Ltd. - American Depositary Shares,NASDAQ
BWB,"Bridgewater Bancshares, Inc. - Common Stock",NASDAQ
BWEN,"Broadwind, Inc. - Common Stock",NASDAQ
BWFG,"Bankwell Financial Group, Inc. - Common Stock",NASDAQ
BWMX,"Betterware de Mexico, S.A.B de C.V. - Ordinary Shares",NASDAQ
BXRX,"Baudax Bio, Inc. - Common stock",NASDAQ
BYFC,Broadway Financial Corporation - Common Stock,NASDAQ
BYND,"Beyond Meat, Inc. - Common stock",NASDAQ
BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ
BZUN,Baozun Inc. - American Depositary Shares,NASDAQ
CAAS,"China Automotive Systems, Inc. - Common Stock",NASDAQ
CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ
CAC,Camden National Corporation - Common Stock,NASDAQ
CACC,Credit Acceptance Corporation - Common Stock,NASDAQ
CACG,ClearBridge All Cap Growth ETF,NASDAQ
CAHCU,CA Healthcare Acquisition Corp. - Unit,NASDAQ
CAKE,The Cheesecake Factory Incorporated - Common Stock,NASDAQ
CALA,"Calithera Biosciences, Inc. - Common Stock",NASDAQ
CALB,California BanCorp - Common Stock,NASDAQ
CALM,"Cal-Maine Foods, Inc. - Common Stock",NASDAQ
CALT,Calliditas Therapeutics AB - American Depositary Shares,NASDAQ
CAMP,CalAmp Corp. - Common Stock,NASDAQ
CAMT,Camtek Ltd. - Ordinary Shares,NASDAQ
CAN,Canaan Inc. - American Depositary Shares,NASDAQ
CAPA,HighCape Capital Acquisition Corp. - Class A Common Stock,NASDAQ
CAPAU,HighCape Capital Acquisition Corp. - Unit,NASDAQ
CAPAW,HighCape Capital Acquisition Corp. - Warrant,NASDAQ
CAPR,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ
CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ
CARA,"Cara Therapeutics, Inc. - Common Stock",NASDAQ
CARE,"Carter Bankshares, Inc. - Common Stock",NASDAQ
CARG,"CarGurus, Inc. - Class A Common Stock",NASDAQ
CARV,"Carver Bancorp, Inc. - Common Stock",NASDAQ
CARZ,First Trust NASDAQ Global Auto Index Fund,NASDAQ
CASA,"Casa Systems, Inc. - Common Stock",NASDAQ
CASH,"Meta Financial Group, Inc. - Common Stock",NASDAQ
CASI,"CASI Pharmaceuticals, Inc. - Common Stock",NASDAQ
CASS,"Cass Information Systems, Inc - Common Stock",NASDAQ
CASY,"Caseys General Stores, Inc. - Common Stock",NASDAQ
CATB,"Catabasis Pharmaceuticals, Inc. - Common Stock",NASDAQ
CATC,Cambridge Bancorp - Common Stock,NASDAQ
CATH,Global X S&P 500 Catholic Values ETF,NASDAQ
CATM,Cardtronics plc - Common Stock,NASDAQ
CATY,Cathay General Bancorp - Common Stock,NASDAQ
CBAN,"Colony Bankcorp, Inc. - Common Stock",NASDAQ
CBAT,"CBAK Energy Technology, Inc. - Common Stock",NASDAQ
CBAY,CymaBay Therapeutics Inc. - Common Stock,NASDAQ
CBFV,"CB Financial Services, Inc. - Common Stock",NASDAQ
CBIO,"Catalyst Biosciences, Inc.  - Common Stock",NASDAQ
CBLI,"Cleveland BioLabs, Inc. - Common Stock",NASDAQ
CBMB,"CBM Bancorp, Inc. - Common Stock",NASDAQ
CBNK,"Capital Bancorp, Inc. - Common Stock",NASDAQ
CBPO,"China Biologic Products Holdings, Inc. - Common Stock",NASDAQ
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",NASDAQ
CBSH,"Commerce Bancshares, Inc. - Common Stock",NASDAQ
CBTX,"CBTX, Inc. - Common Stock",NASDAQ
CCAP,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ
CCB,Coastal Financial Corporation - Common Stock,NASDAQ
CCBG,Capital City Bank Group - Common Stock,NASDAQ
CCCC,"C4 Therapeutics, Inc. - Common Stock",NASDAQ
CCD,Calamos Dynamic Convertible & Income Fund - Common Shares,NASDAQ
CCLP,CSI Compressco LP - common units,NASDAQ
CCMP,"CMC Materials, Inc. - Common Stock",NASDAQ
CCNC,Code Chain New Continent Limited - Common Stock,NASDAQ
CCNE,CNB Financial Corporation - Common Stock,NASDAQ
CCNEP,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",NASDAQ
CCRC,"China Customer Relations Centers, Inc. - Ordinary Shares",NASDAQ
CCRN,"Cross Country Healthcare, Inc. - Common Stock",NASDAQ
CCXI,"ChemoCentryx, Inc. - Common Stock",NASDAQ
CD,Chindata Group Holdings Limited - American Depositary Shares,NASDAQ
CDAK,"Codiak BioSciences, Inc. - Common Stock",NASDAQ
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,NASDAQ
CDEV,"Centennial Resource Development, Inc. - Class A Common Stock",NASDAQ
CDK,"CDK Global, Inc. - Common Stock",NASDAQ
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,NASDAQ
CDLX,"Cardlytics, Inc. - Common Stock",NASDAQ
CDMO,"Avid Bioservices, Inc. - Common Stock",NASDAQ
CDMOP,"Avid Bioservices, Inc. - 10.50% Series E Convertible Preferred Stock",NASDAQ
CDNA,"CareDx, Inc. - Common Stock",NASDAQ
CDNS,"Cadence Design Systems, Inc. - Common Stock",NASDAQ
CDTX,"Cidara Therapeutics, Inc. - Common Stock",NASDAQ
CDW,CDW Corporation - Common Stock,NASDAQ
CDXC,ChromaDex Corporation - Common Stock,NASDAQ
CDXS,"Codexis, Inc. - Common Stock",NASDAQ
CDZI,"Cadiz, Inc. - Common Stock",NASDAQ
CECE,CECO Environmental Corp. - Common Stock,NASDAQ
CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,NASDAQ
CELC,Celcuity Inc. - Common Stock,NASDAQ
CELH,"Celsius Holdings, Inc. - Common Stock",NASDAQ
CEMI,"Chembio Diagnostics, Inc. - Common Stock",NASDAQ
CENHU,Centricus Acquisition Corp. - Unit,NASDAQ
CENT,Central Garden & Pet Company - Common Stock,NASDAQ
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,NASDAQ
CENX,Century Aluminum Company - Common Stock,NASDAQ
CERC,Cerecor Inc. - Common Stock,NASDAQ
CERE,"Cerevel Therapeutics Holdings, Inc. - Common Stock",NASDAQ
CEREW,"Cerevel Therapeutics Holdings, Inc. - Warrant",NASDAQ
CERN,Cerner Corporation - Common Stock,NASDAQ
CERS,Cerus Corporation - Common Stock,NASDAQ
CERT,"Certara, Inc. - Common Stock",NASDAQ
CEVA,"CEVA, Inc. - Common Stock",NASDAQ
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,NASDAQ
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,NASDAQ
CFA,VictoryShares US 500 Volatility Wtd ETF,NASDAQ
CFAC,CF Finance Acquisition Corp. III - Common Stock,NASDAQ
CFACU,CF Finance Acquisition Corp. III - Unit,NASDAQ
CFACW,CF Finance Acquisition Corp. III - Warrant,NASDAQ
CFB,"CrossFirst Bankshares, Inc. - Common Stock",NASDAQ
CFBK,CF Bankshares Inc. - Common Stock,NASDAQ
CFFI,C&F Financial Corporation - Common Stock,NASDAQ
CFFN,"Capitol Federal Financial, Inc. - Common Stock",NASDAQ
CFFVU,CF Acquisition Corp. V - Unit,NASDAQ
CFII,CF Finance Acquisition Corp. II - Class A Common Stock,NASDAQ
CFIIU,CF Finance Acquisition Corp. II - Unit,NASDAQ
CFIIW,CF Finance Acquisition Corp. II - Warrant,NASDAQ
CFIV,CF Acquisition Corp. IV - Class A common stock,NASDAQ
CFIVU,CF Acquisition Corp. IV - Unit,NASDAQ
CFIVW,CF Acquisition Corp. IV - Warrant,NASDAQ
CFMS,"Conformis, Inc. - Common Stock",NASDAQ
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,NASDAQ
CFRX,ContraFect Corporation - Common Stock,NASDAQ
CFVIU,CF Acquisition Corp. VI - Unit,NASDAQ
CG,The Carlyle Group Inc. - Common Stock,NASDAQ
CGBD,"TCG BDC, Inc. - Common Stock",NASDAQ
CGC,Canopy Growth Corporation - Common Shares,NASDAQ
CGEM,"Cullinan Management, Inc. - Common Stock",NASDAQ
CGEN,Compugen Ltd. - Ordinary Shares,NASDAQ
CGNT,Cognyte Software Ltd. - Ordinary Shares,NASDAQ
CGNX,Cognex Corporation - Common Stock,NASDAQ
CGO,Calamos Global Total Return Fund - Common Stock,NASDAQ
CGRO,Collective Growth Corporation - Class A Common Stock,NASDAQ
CGROU,Collective Growth Corporation - Unit,NASDAQ
CGROW,Collective Growth Corporation - Warrant,NASDAQ
CHB,Global X China Biotech Innovation ETF,NASDAQ
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",NASDAQ
CHCO,City Holding Company - Common Stock,NASDAQ
CHDN,"Churchill Downs, Incorporated - Common Stock",NASDAQ
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ
CHEK,Check-Cap Ltd. - Ordinary Share,NASDAQ
CHEKZ,Check-Cap Ltd. - Series C Warrant,NASDAQ
CHFS,"CHF Solutions, Inc. - Common Stock",NASDAQ
CHI,Calamos Convertible Opportunities and Income Fund - Common Stock,NASDAQ
CHK,Chesapeake Energy Corporation - Common Stock,NASDAQ
CHKEL,Chesapeake Energy Corporation - Class C Warrants,NASDAQ
CHKEW,Chesapeake Energy Corporation - Class A Warrants,NASDAQ
CHKEZ,Chesapeake Energy Corporation - Class B Warrants,NASDAQ
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,NASDAQ
CHMA,"Chiasma, Inc. - Common Stock",NASDAQ
CHMG,Chemung Financial Corp - Common Stock,NASDAQ
CHNA,Loncar China BioPharma ETF,NASDAQ
CHNG,Change Healthcare Inc. - Common Stock,NASDAQ
CHNGU,Change Healthcare Inc. - Tangible Equity Units,NASDAQ
CHNR,"China Natural Resources, Inc. - Common Stock",NASDAQ
CHPM,CHP Merger Corp. - Class A Common Stock,NASDAQ
CHPMU,CHP Merger Corp. - Unit,NASDAQ
CHPMW,CHP Merger Corp. - Warrant,NASDAQ
CHRS,"Coherus BioSciences, Inc. - Common Stock",NASDAQ
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",NASDAQ
CHSCL,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",NASDAQ
CHSCM,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",NASDAQ
CHSCN,CHS Inc - Preferred Class B Series 2 Reset Rate,NASDAQ
CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,NASDAQ
CHSCP,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,NASDAQ
CHTR,"Charter Communications, Inc. - Class A Common Stock",NASDAQ
CHUY,"Chuy's Holdings, Inc. - Common Stock",NASDAQ
CHW,Calamos Global Dynamic Income Fund - Common Stock,NASDAQ
CHX,ChampionX Corporation - Common Stock,NASDAQ
CHY,Calamos Convertible and High Income Fund - Common Stock,NASDAQ
CIBR,First Trust NASDAQ Cybersecurity ETF,NASDAQ
CID,VictoryShares International High Div Volatility Wtd ETF,NASDAQ
